xapp/,feh-3.1.1-1.mz,feh-3.1.1-1.mz.desc,dmenu-4.2.1-1.mz.sha256
xapp/,ffmpeg-4.0.2-1.mz,ffmpeg-4.0.2-1.mz.desc,feh-3.1.1-1.mz.sha256
xapp/,geany-1.34.1-1.mz,geany-1.34.1-1.mz.desc,galculator-2.1.4-1.mz.sha256
xapp/,gedit-3.22.1-1.mz,gedit-3.22.1-1.mz.desc,geany-1.34.1-1.mz.sha256
xapp/,gimp-2.10.6-1.mz,gimp-2.10.6-1.mz.desc,gedit-3.22.1-1.mz.sha256
xapp/,glade-3.20.4-1.mz,glade-3.20.4-1.mz.desc,gimp-2.10.6-1.mz.sha256
xapp/,glade-3.8.6-1.mz,glade-3.8.6-1.mz.desc,glade-3.20.4-1.mz.sha256
xapp/,gparted-0.33.0-1.mz,gparted-0.33.0-1.mz.desc,gnome_disk_utility-3.32.0-1.mz.sha256
xapp/,guvcview-2.0.6-1.mz,guvcview-2.0.6-1.mz.desc,gparted-0.33.0-1.mz.sha256
xapp/,hexchat-2.14.2-1.mz,hexchat-2.14.2-1.mz.desc,guvcview-2.0.6-1.mz.sha256
xapp/,i3status-2.12-1.mz,i3status-2.12-1.mz.desc,hexchat-2.14.2-1.mz.sha256
xapp/,imagemagick-7.0.8.10-1.mz,imagemagick-7.0.8.10-1.mz.desc,i3status-2.12-1.mz.sha256
xapp/,inkscape-0.92.3-1.mz,inkscape-0.92.3-1.mz.desc,imagemagick-7.0.8.10-1.mz.sha256
xapp/,leafpad-0.8.17-1.mz,leafpad-0.8.17-1.mz.desc,inkscape-0.92.3-1.mz.sha256
xapp/,mousepad-0.4.1-1.mz,mousepad-0.4.1-1.mz.desc,leafpad-0.8.17-1.mz.sha256
xapp/,mpv-0.29.0-1.mz,mpv-0.29.0-1.mz.desc,mousepad-0.4.1-1.mz.sha256
xapp/,obs_studio-23.0-1.mz,obs_studio-23.0-1.mz.desc,mpv-0.29.0-1.mz.sha256
xapp/,ristretto-0.8.3-1.mz,ristretto-0.8.3-1.mz.desc,obs_studio-23.0-1.mz.sha256
xapp/,ssr-0.3.11-1.mz,ssr-0.3.11-1.mz.desc,ristretto-0.8.3-1.mz.sha256
xapp/,tilix-1.8.9-1.mz,tilix-1.8.9-1.mz.desc,terminator-1.91-2.mz.sha256
xapp/,transmission-2.94-1.mz,transmission-2.94-1.mz.desc,tilix-1.8.9-1.mz.sha256
xapp/,vlc-3.0.3-1.mz,vlc-3.0.3-1.mz.desc,transmission-2.94-1.mz.sha256
xapp/,xarchiver-0.5.4.14-1.mz,xarchiver-0.5.4.14-1.mz.desc,vlc-3.0.3-1.mz.sha256
xapp/,xfce4_screenshooter-1.8.2-1.mz,xfce4_screenshooter-1.8.2-1.mz.desc,xarchiver-0.5.4.14-1.mz.sha256
xapp/,xfce4_whiskermenu_plugin-2.3.1-1.mz,xfce4_whiskermenu_plugin-2.3.1-1.mz.desc,xfce4_screenshooter-1.8.2-1.mz.sha256
xapp/,yad-0.38.2-1.mz,yad-0.38.2-1.mz.desc,xfce4_whiskermenu_plugin-2.3.1-1.mz.sha256
